game_id,team_id,opponent,points_scored,fast_break_points_for,fast_break_points_against,turnover_points_for,turnover_points_against,second_chance_points_for,second_chance_points_against,defensive_rebounds_for,defensive_rebounds_against,offensive_rebounds_for,offensive_rebounds_against,turnovers_for,turnovers_against,steals_for,steals_against,assists_for,assists_against,3P%_for,3P%_against,2P%_for,2P%_against,FT%_for,PFR_for,PFD_against,3PR_for,3PR_against,FTR_for,FTR_against,PACE,ORtg,DRtg,eFG%,TS%
E2016_121_b,GAL,IST,75,1,2,9,12,14,17,18,28,14,14,10,15,6,4,21,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_122_a,BAM,BAR,90,2,1,12,9,17,14,28,18,14,14,15,10,4,6,18,21,36.36363636363637,42.85714285714285,60.0,55.0,80.0,29.88898377455166,24.195844007970397,38.59649122807018,25.925925925925927,17.54385964912281,42.5925925925926,70.26,105.32308568175348,111.01622544833477,57.89473684210526,60.26058631921824
E2016_122_b,BAR,BAM,81,3,9,12,6,8,11,21,19,8,17,13,12,8,8,22,12,42.85714285714285,36.36363636363637,55.0,60.0,69.56521739130434,24.195844007970397,29.88898377455166,25.925925925925927,38.59649122807018,42.5925925925926,17.54385964912281,70.26,111.01622544833477,105.32308568175348,57.407407407407405,60.82345601996256
E2016_123_a,BAS,UNK,101,4,7,18,10,8,5,21,26,11,4,10,19,11,4,24,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_123_b,UNK,BAS,83,0,0,16,13,10,9,24,20,8,12,10,8,4,5,15,17,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_124_a,TEL,DAR,88,7,4,10,18,5,8,26,21,4,11,19,10,4,11,21,24,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_124_b,DAR,TEL,77,9,3,6,12,11,8,19,21,17,8,12,13,8,8,12,22,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_125_a,ULK,MIL,62,5,2,11,4,11,13,23,25,13,15,14,13,4,8,12,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_125_b,MIL,ULK,70,13,2,21,16,11,6,18,21,12,9,19,19,11,11,12,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_126_a,OLY,PAN,71,2,5,4,11,13,11,25,23,15,13,13,14,8,4,15,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_126_b,PAN,OLY,81,0,0,13,16,9,10,20,24,12,8,8,10,5,4,17,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_127_a,MAD,CSK,80,0,3,12,7,6,2,31,23,9,7,13,10,8,8,16,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_127_b,CSK,MAD,67,6,24,17,20,4,8,23,26,8,10,19,13,5,12,19,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_128_a,ZAL,RED,78,2,13,16,21,6,11,21,18,9,12,19,19,11,11,19,12,52.94117647058823,42.10526315789474,51.282051282051285,42.5,80.76923076923077,32.02450570871624,32.02450570871624,30.357142857142858,32.20338983050848,46.42857142857143,50.84745762711864,71.82,122.52854358117516,109.99721526037315,59.82142857142857,65.24317912218268
E2016_128_b,RED,ZAL,78,24,6,20,17,8,4,26,23,10,8,13,19,12,5,14,19,42.10526315789474,52.94117647058823,42.5,51.282051282051285,70.0,33.41687552213868,32.02450570871624,32.20338983050848,30.357142857142858,50.84745762711864,46.42857142857143,71.82,109.99721526037315,122.52854358117516,49.15254237288136,54.70914127423823
E2016_129_a,RED,ULK,77,8,11,22,3,10,13,20,29,12,11,7,20,14,4,25,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_129_b,ULK,RED,86,9,4,21,9,7,12,24,17,9,11,14,16,9,10,20,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_130_a,DAR,BAS,92,15,7,18,3,24,6,24,26,21,6,5,10,6,4,22,23,30.76923076923077,26.31578947368421,28.94736842105263,54.34782608695652,40.0,23.529411764705884,32.35294117647059,40.625,29.23076923076923,23.4375,15.384615384615383,68.0,76.47058823529412,107.3529411764706,35.9375,36.8271954674221
E2016_130_b,BAS,DAR,102,11,0,29,5,12,11,21,17,11,13,11,19,9,5,27,12,26.31578947368421,30.76923076923077,54.34782608695652,28.94736842105263,80.0,33.8235294117647,22.058823529411764,29.23076923076923,40.625,15.384615384615383,23.4375,68.0,107.3529411764706,76.47058823529412,50.0,52.59365994236311
E2016_131_a,BAR,OLY,65,9,5,10,21,7,11,22,23,6,7,18,11,9,9,12,21,26.666666666666668,27.272727272727277,35.13513513513514,48.27586206896552,77.77777777777777,22.69503546099291,28.368794326241133,28.846153846153847,53.2258064516129,34.61538461538461,11.290322580645162,70.5,73.75886524822695,83.68794326241135,36.53846153846154,43.39118825100133
E2016_131_b,OLY,BAR,77,21,12,13,18,6,4,28,21,9,8,19,15,9,15,16,9,27.272727272727277,26.666666666666668,48.27586206896552,35.13513513513514,57.142857142857146,28.368794326241133,22.69503546099291,53.2258064516129,28.846153846153847,11.290322580645162,34.61538461538461,70.5,83.68794326241135,73.75886524822695,44.354838709677416,45.32882606023356
E2016_132_a,UNK,BAM,70,0,11,5,29,11,12,17,21,13,11,19,11,5,9,12,27,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_132_b,BAM,UNK,85,5,9,21,10,11,7,23,22,7,6,11,18,9,9,21,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_133_a,CSK,MIL,85,0,2,12,20,10,17,18,18,7,16,16,14,3,10,14,25,41.37931034482759,19.047619047619047,51.61290322580645,45.94594594594594,73.33333333333333,38.69969040247678,27.089783281733748,48.333333333333336,36.206896551724135,25.0,44.82758620689656,77.52,101.9091847265222,82.5593395252838,56.66666666666666,59.30930930930931
E2016_133_b,MIL,CSK,79,4,9,9,21,12,7,17,24,11,9,16,14,10,9,19,20,19.047619047619047,41.37931034482759,45.94594594594594,51.61290322580645,69.23076923076923,27.089783281733748,37.40970072239422,36.206896551724135,48.333333333333336,44.82758620689656,25.0,77.52,82.5593395252838,101.9091847265222,39.6551724137931,46.082949308755765
E2016_134_a,GAL,ZAL,73,5,4,8,16,2,16,25,23,7,16,15,11,2,10,18,18,40.0,52.94117647058823,48.78048780487805,58.13953488372093,91.66666666666669,26.026604973973395,28.91844997108155,32.78688524590164,28.33333333333333,19.672131147540984,26.666666666666668,69.16,108.4441873915558,125.79525737420477,52.459016393442624,56.578153289076646
E2016_134_b,ZAL,GAL,61,11,8,3,22,13,10,29,20,11,12,20,7,4,14,18,25,52.94117647058823,40.0,58.13953488372093,48.78048780487805,62.5,28.91844997108155,26.026604973973395,28.33333333333333,32.78688524590164,26.666666666666668,19.672131147540984,69.16,125.79525737420477,108.4441873915558,64.16666666666667,64.88663484486872
E2016_135_a,PAN,IST,69,12,21,18,13,4,6,21,28,8,9,15,19,15,9,9,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_135_b,IST,PAN,84,4,5,16,8,16,2,23,25,16,7,11,15,10,2,18,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_136_a,MAD,TEL,95,2,0,20,12,17,10,18,18,16,7,14,16,10,3,25,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_136_b,TEL,MAD,93,7,15,3,18,6,24,26,24,6,21,10,5,4,6,23,22,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_137_a,BAR,IST,67,6,4,10,9,10,10,27,27,11,10,11,9,4,6,14,11,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_137_b,IST,BAR,81,11,14,22,18,8,17,26,33,11,15,15,15,8,7,12,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_138_a,ULK,PAN,73,5,13,10,12,2,12,20,22,4,11,10,12,6,5,20,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_138_b,PAN,ULK,92,14,11,18,22,17,8,33,26,15,11,15,15,7,8,16,12,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_139_a,TEL,RED,75,2,6,6,19,15,6,28,23,15,10,18,11,5,9,11,22,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_139_b,RED,TEL,75,13,5,12,10,12,2,22,20,11,4,12,10,5,6,18,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_140_a,CSK,BAM,101,6,4,34,7,10,7,21,24,7,10,9,23,15,4,24,17,40.0,52.63157894736842,50.0,64.28571428571429,71.42857142857143,37.44798890429959,34.674063800277395,38.46153846153846,40.42553191489362,43.07692307692308,57.4468085106383,72.1,124.82662968099862,122.05270457697642,53.84615384615385,58.19968960165546
E2016_140_b,BAM,CSK,58,2,2,9,12,7,7,31,31,6,6,14,13,7,4,15,13,52.63157894736842,40.0,64.28571428571429,50.0,81.48148148148148,34.674063800277395,37.44798890429959,40.42553191489362,38.46153846153846,57.4468085106383,43.07692307692308,72.1,122.05270457697642,124.82662968099862,70.2127659574468,74.72826086956522
E2016_141_a,DAR,UNK,98,9,6,9,14,14,9,28,22,11,9,12,10,5,5,20,22,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_141_b,UNK,DAR,63,2,2,12,9,7,7,31,31,6,6,13,14,4,7,13,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_142_a,MIL,GAL,64,4,6,7,34,7,10,24,21,10,7,23,9,4,15,17,24,39.130434782608695,45.833333333333336,55.81395348837209,47.36842105263158,83.33333333333333,29.56989247311828,20.161290322580644,34.84848484848485,38.70967741935484,9.090909090909092,22.580645161290324,74.4,107.5268817204301,111.55913978494624,56.81818181818182,58.27505827505828
E2016_142_b,GAL,MIL,87,4,0,5,11,18,18,22,19,11,14,10,9,4,5,21,20,45.833333333333336,39.130434782608695,47.36842105263158,55.81395348837209,100.0,20.161290322580644,29.56989247311828,38.70967741935484,34.84848484848485,22.580645161290324,9.090909090909092,74.4,111.55913978494624,107.5268817204301,55.64516129032258,60.88615023474178
E2016_143_a,OLY,BAS,69,4,6,9,10,10,10,27,27,10,11,9,11,6,4,11,14,53.333333333333336,50.0,50.0,50.0,77.27272727272727,22.03856749311295,31.680440771349865,50.0,33.333333333333336,36.66666666666666,11.11111111111111,72.6,130.85399449035813,123.96694214876034,65.0,68.16877152698048
E2016_143_b,BAS,OLY,89,6,9,14,9,9,14,22,28,9,11,10,12,5,5,22,20,50.0,53.333333333333336,50.0,50.0,75.0,33.057851239669425,22.03856749311295,33.333333333333336,50.0,11.11111111111111,36.66666666666666,72.6,123.96694214876034,130.85399449035813,58.333333333333336,59.58686440677966
E2016_144_a,ZAL,MAD,79,0,4,11,5,18,18,19,22,14,11,9,10,5,4,20,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_144_b,MAD,ZAL,80,6,2,19,6,6,15,23,28,10,15,11,18,9,5,22,11,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_145_a,GAL,TEL,87,4,10,9,18,8,14,24,22,6,16,14,9,4,8,21,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_145_b,TEL,GAL,67,7,9,7,16,10,9,24,19,11,11,16,7,6,5,16,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_146_a,BAS,RED,62,6,23,10,8,11,12,28,34,10,13,12,10,7,6,10,17,38.888888888888886,30.43478260869565,45.71428571428572,36.11111111111112,70.83333333333333,35.47031003678402,28.90173410404624,33.9622641509434,38.983050847457626,45.283018867924525,37.28813559322034,76.12,91.96006305832896,82.76405675249606,50.0,55.06607929515418
E2016_146_b,RED,BAS,71,9,7,16,7,9,10,19,24,11,11,7,16,5,6,15,16,30.43478260869565,38.888888888888886,36.11111111111112,45.71428571428572,72.72727272727273,28.90173410404624,35.47031003678402,38.983050847457626,33.9622641509434,37.28813559322034,45.283018867924525,76.12,82.76405675249606,91.96006305832896,39.83050847457627,45.864880605707626
E2016_147_a,PAN,BAR,63,8,4,14,16,5,14,16,24,10,14,13,14,7,8,13,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_147_b,BAR,PAN,89,8,14,11,10,8,8,32,21,6,10,17,9,7,10,21,10,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_148_a,UNK,ULK,64,4,7,18,9,16,27,20,30,14,19,11,17,6,8,14,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_148_b,ULK,UNK,84,4,8,16,14,14,5,24,16,14,10,14,13,8,7,20,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_149_a,IST,DAR,78,14,8,10,11,8,8,21,32,10,6,9,17,10,7,10,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_149_b,DAR,IST,71,7,4,9,18,27,16,30,20,19,14,17,11,8,6,13,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_150_a,BAM,MAD,64,2,6,14,22,14,7,13,22,9,7,15,16,8,10,16,26,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_150_b,MAD,BAM,74,8,0,26,0,8,4,27,28,9,12,10,17,12,2,25,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_151_a,MIL,OLY,92,10,4,18,9,14,8,22,24,16,6,9,14,8,4,21,21,29.41176470588235,30.0,55.81395348837209,55.26315789473684,69.23076923076923,31.62888771744861,27.67527675276753,28.33333333333333,44.11764705882353,43.333333333333336,41.1764705882353,75.88,106.74749604638905,119.92619926199262,52.5,56.69092945128779
E2016_151_b,OLY,MIL,92,23,6,8,10,12,11,34,28,13,10,10,12,6,7,17,10,30.0,29.41176470588235,55.26315789473684,55.81395348837209,78.57142857142857,27.67527675276753,31.62888771744861,44.11764705882353,28.33333333333333,41.1764705882353,43.333333333333336,75.88,119.92619926199262,106.74749604638905,50.73529411764706,56.648406374502
E2016_152_a,ZAL,CSK,59,0,8,0,26,4,8,28,27,12,9,17,10,2,12,16,25,40.0,47.05882352941177,47.5,50.0,69.23076923076923,42.849491162292445,32.13711837171933,38.46153846153846,33.333333333333336,40.0,84.31372549019608,74.68,115.15800749866094,127.20942688805567,52.30769230769231,56.25327053898483
E2016_152_b,CSK,ZAL,85,6,2,22,14,7,14,22,13,7,9,16,15,10,8,26,16,47.05882352941177,40.0,50.0,47.5,86.04651162790698,32.13711837171933,42.849491162292445,33.333333333333336,38.46153846153846,84.31372549019608,40.0,74.68,127.20942688805567,115.15800749866094,56.86274509803921,67.93478260869566
E2016_153_a,RED,PAN,87,12,12,24,11,9,14,22,21,8,8,12,20,14,4,24,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_153_b,PAN,RED,71,7,2,26,7,12,5,22,33,9,10,7,21,11,2,15,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_154_a,BAR,BAS,65,2,7,7,26,5,12,33,22,10,9,21,7,2,11,16,15,26.923076923076923,21.73913043478261,44.11764705882353,41.86046511627907,84.61538461538461,30.303030303030305,27.548209366391188,43.333333333333336,34.84848484848485,21.666666666666668,25.75757575757576,72.6,85.39944903581268,89.53168044077135,42.5,47.16981132075472
E2016_154_b,BAS,BAR,69,12,12,11,24,14,9,21,22,8,8,20,12,4,14,14,24,21.73913043478261,26.923076923076923,41.86046511627907,44.11764705882353,82.3529411764706,27.548209366391188,30.303030303030305,34.84848484848485,43.333333333333336,25.75757575757576,21.666666666666668,72.6,89.53168044077135,85.39944903581268,38.63636363636363,44.22972237343495
E2016_155_a,ULK,GAL,86,4,0,19,9,11,14,14,17,6,9,10,17,7,6,22,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_155_b,GAL,ULK,102,8,6,21,8,13,7,27,21,6,12,8,15,5,4,29,14,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_156_a,TEL,UNK,63,6,8,8,21,7,13,21,27,12,6,15,8,4,5,14,29,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_156_b,UNK,TEL,81,0,4,9,19,14,11,17,14,9,6,17,10,6,7,18,22,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_157_a,CSK,IST,74,2,5,20,24,6,12,17,17,4,9,21,17,8,6,19,24,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_157_b,IST,CSK,93,13,2,17,9,8,24,21,23,8,19,8,11,3,3,21,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_158_a,DAR,ZAL,81,2,13,9,17,24,8,23,21,19,8,11,8,3,3,13,21,39.285714285714285,37.5,48.48484848484848,54.285714285714285,78.26086956521739,33.11258278145695,34.437086092715234,45.90163934426229,31.37254901960784,37.704918032786885,52.94117647058823,75.5,109.93377483443707,105.96026490066224,53.278688524590166,58.35208098987626
E2016_158_b,ZAL,DAR,79,5,2,24,20,12,6,17,17,9,4,17,21,6,8,24,19,37.5,39.285714285714285,54.285714285714285,48.48484848484848,88.88888888888889,35.76158940397351,31.788079470198674,31.37254901960784,45.90163934426229,52.94117647058823,37.704918032786885,75.5,105.96026490066224,109.93377483443707,54.90196078431372,63.61323155216285
E2016_159_a,OLY,BAM,83,6,16,13,17,20,12,17,20,21,13,16,10,4,9,16,21,27.272727272727277,37.93103448275862,52.94117647058823,57.142857142857146,66.66666666666667,20.05156115726153,31.50959610426812,39.285714285714285,45.3125,37.5,15.625,69.82,97.393297049556,117.44485820681754,48.21428571428572,52.11526670754139
E2016_159_b,BAM,OLY,89,9,13,20,21,5,16,21,24,5,16,10,12,8,6,20,15,37.93103448275862,27.272727272727277,57.142857142857146,52.94117647058823,90.0,31.50959610426812,20.05156115726153,45.3125,39.285714285714285,15.625,37.5,69.82,117.44485820681754,97.393297049556,57.03125,59.941520467836256
E2016_160_a,MAD,MIL,91,13,9,21,20,16,5,24,21,16,5,12,10,6,8,15,20,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2016_160_b,MIL,MAD,99,16,6,17,13,12,20,20,17,13,21,10,16,9,4,21,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
