game_id,team_id,opponent,points_scored,fast_break_points_for,fast_break_points_against,turnover_points_for,turnover_points_against,second_chance_points_for,second_chance_points_against,defensive_rebounds_for,defensive_rebounds_against,offensive_rebounds_for,offensive_rebounds_against,turnovers_for,turnovers_against,steals_for,steals_against,assists_for,assists_against,3P%_for,3P%_against,2P%_for,2P%_against,FT%_for,PFR_for,PFD_against,3PR_for,3PR_against,FTR_for,FTR_against,PACE,ORtg,DRtg,eFG%,TS%
E2017_130_a,MIL,CSK,80,11,12,17,6,5,6,25,32,6,8,8,12,7,6,14,23,35.0,47.05882352941177,55.26315789473684,52.0,80.76923076923077,35.66529492455418,31.55006858710562,34.48275862068966,25.37313432835821,44.82758620689656,28.35820895522388,72.9,115.22633744855966,127.57201646090536,54.310344827586206,60.483870967741936
E2017_130_b,CSK,MIL,72,2,9,14,10,16,11,28,31,11,15,9,12,7,1,15,24,47.05882352941177,35.0,52.0,55.26315789473684,89.47368421052632,31.55006858710562,35.66529492455418,25.37313432835821,34.48275862068966,28.35820895522388,44.82758620689656,72.9,127.57201646090536,115.22633744855966,56.71641791044776,61.70382165605096
E2017_131_a,TEL,BAM,81,2,6,3,22,13,10,22,26,10,14,14,10,6,7,18,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_131_b,BAM,TEL,70,4,7,14,17,16,8,27,22,18,12,20,12,5,9,15,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_132_a,PAN,BAR,90,9,0,25,9,7,13,16,23,4,14,10,15,8,6,23,13,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_132_b,BAR,PAN,85,9,2,10,14,11,16,31,28,15,11,12,9,1,7,24,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_133_a,PAM,ULK,85,0,2,8,20,15,13,21,15,9,14,8,8,5,4,20,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_133_b,ULK,PAM,79,8,2,8,22,7,17,26,19,13,11,13,11,6,7,19,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_134_a,KHI,MAD,74,7,4,17,14,8,16,22,27,12,18,12,20,9,5,16,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_134_b,MAD,KHI,93,6,2,22,3,10,13,26,22,14,10,10,14,7,6,21,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_135_a,BAS,OLY,74,2,8,22,8,17,7,19,26,11,13,11,13,7,6,15,19,42.85714285714285,23.07692307692308,47.5,60.0,66.66666666666667,32.97362110311751,22.48201438848921,25.925925925925927,39.39393939393939,22.22222222222222,21.21212121212121,66.72,95.92326139088728,112.41007194244604,51.851851851851855,53.98110661268556
E2017_135_b,OLY,BAS,87,12,11,6,17,6,5,32,25,8,6,12,8,6,7,23,14,23.07692307692308,42.85714285714285,60.0,47.5,64.28571428571429,22.48201438848921,32.97362110311751,39.39393939393939,25.925925925925927,21.21212121212121,22.22222222222222,66.72,112.41007194244604,95.92326139088728,50.0,51.96784922394679
E2017_136_a,ZAL,MAL,65,2,2,9,21,9,10,28,24,6,13,19,11,4,15,13,15,47.36842105263158,22.22222222222222,67.56756756756756,47.91666666666666,53.333333333333336,40.87889626980071,28.104241185487997,33.92857142857143,27.272727272727277,26.785714285714285,51.51515151515152,69.58222222222221,108.58456821665816,106.0296371997956,68.75,67.89137380191693
E2017_136_b,MAL,ZAL,83,2,0,20,8,13,15,15,21,14,9,8,8,4,5,15,20,22.22222222222222,47.36842105263158,47.91666666666666,67.56756756756756,73.52941176470588,28.104241185487997,40.87889626980071,27.272727272727277,33.92857142857143,51.51515151515152,26.785714285714285,69.58222222222221,106.0296371997956,108.58456821665816,43.93939393939394,51.2598814229249
E2017_137_a,BAM,ZAL,88,6,7,15,19,8,10,25,28,9,7,10,10,6,6,18,21,45.833333333333336,52.63157894736842,56.25,54.83870967741935,83.33333333333333,38.325471698113205,29.48113207547169,42.85714285714285,38.0,32.142857142857146,58.0,67.84,123.82075471698111,129.71698113207546,61.60714285714285,65.70713391739675
E2017_137_b,ZAL,BAM,79,2,11,18,14,8,11,23,21,13,10,11,12,7,5,19,26,52.63157894736842,45.833333333333336,54.83870967741935,56.25,82.75862068965517,29.48113207547169,38.325471698113205,38.0,42.85714285714285,58.0,32.142857142857146,67.84,129.71698113207546,123.82075471698111,64.0,70.10834926704908
E2017_138_a,RED,KHI,95,4,7,14,13,21,13,17,19,16,8,7,8,3,3,15,21,34.78260869565217,40.74074074074074,52.38095238095238,52.94117647058823,52.63157894736842,31.41959440159954,28.563267637817763,35.38461538461539,44.26229508196721,29.23076923076923,36.0655737704918,70.02000000000001,111.39674378748929,121.3938874607255,52.30769230769231,53.16248636859324
E2017_138_b,KHI,RED,78,6,4,12,16,2,14,21,30,6,10,13,16,11,6,18,23,40.74074074074074,34.78260869565217,52.94117647058823,52.38095238095238,72.72727272727273,28.563267637817763,31.41959440159954,44.26229508196721,35.38461538461539,36.0655737704918,29.23076923076923,70.02000000000001,121.3938874607255,111.39674378748929,56.55737704918032,60.13016411997736
E2017_139_a,OLY,TEL,54,0,16,6,12,3,13,25,32,6,14,13,6,5,9,15,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_139_b,TEL,OLY,90,7,6,19,15,10,8,28,25,7,9,10,10,6,6,21,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_140_a,PAM,BAR,67,4,0,3,12,10,15,21,22,13,7,11,9,5,8,16,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_140_b,BAR,PAM,75,3,16,8,19,4,13,22,17,11,9,19,9,1,11,18,19,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_141_a,CSK,IST,107,16,4,24,11,15,6,21,14,10,11,10,16,8,3,22,21,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_141_b,IST,CSK,104,7,4,13,14,13,21,19,17,8,16,8,7,3,3,21,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_142_a,MIL,MAL,81,4,16,11,24,6,15,14,21,11,10,16,10,3,8,21,22,28.571428571428573,27.272727272727277,54.54545454545455,39.130434782608695,84.61538461538461,32.81963470319635,25.68493150684932,45.90163934426229,32.35294117647059,21.311475409836067,38.23529411764706,70.08,101.31278538812784,105.59360730593608,49.18032786885246,53.2074340527578
E2017_142_b,MAL,MIL,77,11,2,14,18,11,8,21,23,10,13,12,11,5,7,26,19,27.272727272727277,28.571428571428573,39.130434782608695,54.54545454545455,76.92307692307692,27.11187214611872,32.81963470319635,32.35294117647059,45.90163934426229,38.23529411764706,21.311475409836067,70.08,105.59360730593608,101.31278538812784,39.70588235294117,46.576032225579056
E2017_143_a,ULK,PAN,80,0,4,12,3,15,10,22,21,7,13,9,11,8,5,21,16,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_143_b,PAN,ULK,84,16,3,19,8,13,4,17,22,9,11,9,19,11,1,19,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_144_a,MAD,BAS,95,4,6,16,12,14,2,30,21,10,6,16,13,6,11,23,18,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_144_b,BAS,MAD,86,16,0,12,6,13,3,32,25,14,6,6,13,9,5,19,15,37.74556935347224,37.74556935347224,51.86417142469145,51.86417142469145,75.66217653478454,29.70625505382304,29.43657383432774,36.96109082521589,36.96109082521589,32.02419653570032,32.02419653570032,71.72665396825397,110.49973070828942,110.49973070828942,53.592021065705524,57.54506993352511
E2017_145_a,BAR,BAM,76,7,4,19,10,8,16,17,29,7,17,8,16,8,4,21,15,45.0,40.0,51.42857142857143,48.83720930232558,85.71428571428571,24.09638554216868,28.112449799196792,36.36363636363637,36.76470588235294,38.18181818181818,20.58823529411765,74.69999999999999,108.43373493975903,112.44979919678715,57.27272727272727,63.04483188044832
E2017_145_b,BAM,BAR,93,5,2,21,9,15,7,18,19,13,11,7,12,5,3,20,17,40.0,45.0,48.83720930232558,51.42857142857143,85.71428571428571,28.112449799196792,24.09638554216868,36.76470588235294,36.36363636363637,20.58823529411765,38.18181818181818,74.69999999999999,112.44979919678715,108.43373493975903,52.94117647058823,56.63430420711974
E2017_146_a,KHI,OLY,79,8,2,12,12,7,5,26,26,12,14,9,9,6,5,17,13,28.571428571428573,35.294117647058826,44.44444444444444,62.7906976744186,80.95238095238095,34.666666666666664,30.666666666666668,31.818181818181817,28.33333333333333,31.818181818181817,48.333333333333336,75.0,100.0,122.66666666666669,43.93939393939394,49.84051036682616
